id,user_id,subtotal,delivery_fee,tax,total,status,customer_name,address,phone,payment_method,created_at
SYN000050,3,841.0,0.0,67.28,908.28,delivered,Aarav Sharma,238 Brigade Road,+91 8584730045,cash,2026-04-23T08:46:25.912Z
SYN000051,3,1377.0,0.0,110.16,1487.16,delivered,Aarav Sharma,351 Brigade Road,+91 7489210515,card,2026-03-19T08:46:25.912Z
SYN000052,3,1161.0,0.0,92.88,1253.88,delivered,Aarav Sharma,333 Koramangala,+91 8686078387,upi,2026-07-13T08:46:25.912Z
SYN000053,3,1289.0,0.0,103.12,1392.12,delivered,Aarav Sharma,402 Nehru Nagar,+91 7167921339,card,2026-01-26T08:46:25.912Z
SYN000054,3,960.0,0.0,76.8,1036.8,delivered,Aarav Sharma,288 Banjara Hills,+91 7247666275,cash,2026-07-03T08:46:25.912Z
SYN000055,3,1084.0,0.0,86.72,1170.72,delivered,Aarav Sharma,40 Laxmi Nagar,+91 9803828714,upi,2026-08-05T08:46:25.912Z
SYN000056,3,873.0,0.0,69.84,942.84,delivered,Aarav Sharma,7 Nehru Nagar,+91 8310591300,card,2026-04-07T08:46:25.912Z
SYN000057,3,2304.0,0.0,184.32,2488.32,delivered,Aarav Sharma,213 Andheri West,+91 7649865614,upi,2026-03-07T08:46:25.912Z
SYN000058,3,2063.0,0.0,165.04,2228.04,delivered,Aarav Sharma,151 Salt Lake,+91 7923390766,upi,2025-12-24T08:46:25.912Z
SYN000059,3,903.0,0.0,72.24,975.24,delivered,Aarav Sharma,412 Koramangala,+91 9838699445,card,2026-03-10T08:46:25.912Z
SYN000060,3,2925.0,0.0,234.0,3159.0,delivered,Aarav Sharma,389 Banjara Hills,+91 8433319097,upi,2025-09-14T08:46:25.912Z
SYN000061,3,2985.0,0.0,238.8,3223.8,delivered,Aarav Sharma,11 Park Street,+91 9027666862,upi,2025-12-22T08:46:25.912Z
SYN000062,3,1890.0,0.0,151.2,2041.2,delivered,Aarav Sharma,292 Koramangala,+91 7209644881,cash,2026-01-07T08:46:25.912Z
SYN000063,3,2385.0,0.0,190.8,2575.8,delivered,Aarav Sharma,423 Nehru Nagar,+91 7931014767,cash,2026-04-11T08:46:25.912Z
SYN000064,3,2047.0,0.0,163.76,2210.76,delivered,Aarav Sharma,342 Salt Lake,+91 9559833922,cash,2026-07-01T08:46:25.912Z
SYN000065,3,532.0,0.0,42.56,574.56,delivered,Aarav Sharma,485 Nehru Nagar,+91 9560682920,card,2026-08-02T08:46:25.912Z
SYN000066,3,1260.0,0.0,100.8,1360.8,delivered,Aarav Sharma,33 Banjara Hills,+91 9609976198,cash,2025-10-30T08:46:25.912Z
SYN000067,3,1705.0,0.0,136.4,1841.4,delivered,Aarav Sharma,484 Park Street,+91 9294378080,upi,2026-03-04T08:46:25.912Z
SYN000068,3,1905.0,0.0,152.4,2057.4,delivered,Aarav Sharma,211 Laxmi Nagar,+91 9151626178,cash,2026-07-30T08:46:25.912Z
SYN000069,3,1011.0,0.0,80.88,1091.88,delivered,Aarav Sharma,400 Park Street,+91 7978335496,cash,2026-03-25T08:46:25.912Z
SYN000070,3,2200.0,0.0,176.0,2376.0,delivered,Aarav Sharma,262 Nehru Nagar,+91 9975175635,cash,2025-09-15T08:46:25.912Z
SYN000071,3,2653.0,0.0,212.24,2865.24,delivered,Aarav Sharma,208 Koramangala,+91 7300350360,cash,2026-06-10T08:46:25.912Z
SYN000072,3,1151.0,0.0,92.08,1243.08,delivered,Aarav Sharma,430 Brigade Road,+91 7229232961,upi,2025-11-14T08:46:25.912Z
SYN000073,3,1598.0,0.0,127.84,1725.84,delivered,Aarav Sharma,366 Park Street,+91 9446557460,upi,2026-04-24T08:46:25.912Z
SYN000074,3,861.0,0.0,68.88,929.88,delivered,Aarav Sharma,280 Brigade Road,+91 8960158472,upi,2026-03-27T08:46:25.912Z
SYN000075,3,2385.0,0.0,190.8,2575.8,delivered,Aarav Sharma,449 Banjara Hills,+91 7642872887,upi,2025-10-31T08:46:25.912Z
SYN000076,3,1958.0,0.0,156.64,2114.64,delivered,Aarav Sharma,469 Park Street,+91 8068055833,cash,2026-04-12T08:46:25.912Z
SYN000077,3,1475.0,0.0,118.0,1593.0,delivered,Aarav Sharma,243 Nehru Nagar,+91 9979755393,upi,2026-07-18T08:46:25.912Z
SYN000078,3,839.0,0.0,67.12,906.12,delivered,Aarav Sharma,27 Park Street,+91 7000381167,cash,2026-04-27T08:46:25.912Z
SYN000079,3,1349.0,0.0,107.92,1456.92,delivered,Aarav Sharma,175 Salt Lake,+91 7770640586,upi,2026-08-02T08:46:25.912Z
SYN000080,3,1637.0,0.0,130.96,1767.96,delivered,Aarav Sharma,396 Laxmi Nagar,+91 7260161200,card,2025-11-17T08:46:25.912Z
SYN000081,3,2080.0,0.0,166.4,2246.4,delivered,Aarav Sharma,119 MG Road,+91 9524339728,card,2025-10-19T08:46:25.912Z
SYN000082,3,442.0,49.0,35.36,526.36,delivered,Aarav Sharma,132 Gandhi Path,+91 9236912383,cash,2025-11-18T08:46:25.912Z
SYN000083,3,2634.0,0.0,210.72,2844.72,delivered,Aarav Sharma,188 Brigade Road,+91 9579065759,upi,2026-06-22T08:46:25.912Z
SYN000084,3,2006.0,0.0,160.48,2166.48,delivered,Aarav Sharma,284 Brigade Road,+91 7367883621,card,2026-01-13T08:46:25.912Z
SYN000085,3,1269.0,0.0,101.52,1370.52,delivered,Aarav Sharma,260 MG Road,+91 8090355475,card,2026-08-16T08:46:25.912Z
SYN000086,3,1273.0,0.0,101.84,1374.84,delivered,Aarav Sharma,236 Andheri West,+91 9280484822,card,2025-09-05T08:46:25.912Z
SYN000087,3,1544.0,0.0,123.52,1667.52,delivered,Aarav Sharma,142 Andheri West,+91 8422542211,card,2026-04-17T08:46:25.912Z
SYN000088,3,2266.0,0.0,181.28,2447.28,delivered,Aarav Sharma,262 Salt Lake,+91 9914396252,cash,2025-10-31T08:46:25.912Z
SYN000089,3,1512.0,0.0,120.96,1632.96,delivered,Aarav Sharma,220 Koramangala,+91 9744877931,upi,2025-11-29T08:46:25.912Z
SYN000090,3,2604.0,0.0,208.32,2812.32,delivered,Aarav Sharma,194 Brigade Road,+91 7012513248,upi,2025-10-16T08:46:25.912Z
SYN000091,3,1681.0,0.0,134.48,1815.48,delivered,Aarav Sharma,161 Nehru Nagar,+91 9085648049,card,2026-08-08T08:46:25.912Z
SYN000092,3,2426.0,0.0,194.08,2620.08,delivered,Aarav Sharma,91 Gandhi Path,+91 9783083228,upi,2026-04-19T08:46:25.912Z
SYN000093,3,2026.0,0.0,162.08,2188.08,delivered,Aarav Sharma,107 Salt Lake,+91 7606588356,card,2026-03-30T08:46:25.912Z
SYN000094,3,950.0,0.0,76.0,1026.0,delivered,Aarav Sharma,106 Banjara Hills,+91 9173650638,upi,2025-09-23T08:46:25.912Z
SYN000095,3,2858.0,0.0,228.64,3086.64,delivered,Aarav Sharma,136 Koramangala,+91 7888672737,upi,2026-04-10T08:46:25.912Z
SYN000096,3,1281.0,0.0,102.48,1383.48,delivered,Aarav Sharma,182 Brigade Road,+91 7952425901,card,2025-11-10T08:46:25.912Z
SYN000097,3,2897.0,0.0,231.76,3128.76,delivered,Aarav Sharma,210 Banjara Hills,+91 7059347381,upi,2025-09-22T08:46:25.912Z
SYN000098,3,1060.0,0.0,84.8,1144.8,delivered,Aarav Sharma,171 Park Street,+91 9897711536,upi,2026-04-08T08:46:25.912Z
SYN000099,3,1551.0,0.0,124.08,1675.08,delivered,Aarav Sharma,452 Gandhi Path,+91 8842358262,upi,2026-08-12T08:46:25.912Z
SYN000100,3,1523.0,0.0,121.84,1644.84,delivered,Aarav Sharma,207 Park Street,+91 8899388743,upi,2025-09-15T08:46:25.912Z
SYN000101,3,2031.0,0.0,162.48,2193.48,delivered,Aarav Sharma,346 Koramangala,+91 7862517026,cash,2025-12-20T08:46:25.912Z
SYN000102,3,1308.0,0.0,104.64,1412.64,delivered,Aarav Sharma,297 MG Road,+91 9739987116,cash,2025-10-30T08:46:25.912Z
SYN000103,3,740.0,0.0,59.2,799.2,delivered,Aarav Sharma,284 MG Road,+91 7436570247,upi,2026-04-26T08:46:25.912Z
SYN000104,3,1318.0,0.0,105.44,1423.44,delivered,Aarav Sharma,131 Nehru Nagar,+91 8063472403,card,2026-01-16T08:46:25.912Z
SYN000105,3,2621.0,0.0,209.68,2830.68,delivered,Aarav Sharma,428 Salt Lake,+91 9231211919,card,2026-05-24T08:46:25.912Z
SYN000106,3,1407.0,0.0,112.56,1519.56,delivered,Aarav Sharma,134 Banjara Hills,+91 9883646299,upi,2025-11-19T08:46:25.912Z
SYN000107,3,1161.0,0.0,92.88,1253.88,delivered,Aarav Sharma,350 Nehru Nagar,+91 7942686281,cash,2025-10-21T08:46:25.912Z
SYN000108,3,1570.0,0.0,125.6,1695.6,delivered,Aarav Sharma,442 Brigade Road,+91 9937447935,cash,2025-12-22T08:46:25.912Z
SYN000109,3,665.0,0.0,53.2,718.2,delivered,Aarav Sharma,41 Laxmi Nagar,+91 7141425840,cash,2026-02-20T08:46:25.912Z
SYN000110,3,2708.0,0.0,216.64,2924.64,delivered,Aarav Sharma,255 Park Street,+91 9008091255,cash,2025-12-12T08:46:25.912Z
SYN000111,3,1832.0,0.0,146.56,1978.56,delivered,Aarav Sharma,467 Banjara Hills,+91 8034025776,cash,2025-09-22T08:46:25.912Z
SYN000112,3,2371.0,0.0,189.68,2560.68,delivered,Aarav Sharma,379 MG Road,+91 8049736999,cash,2026-02-04T08:46:25.912Z
SYN000113,3,1178.0,0.0,94.24,1272.24,delivered,Aarav Sharma,345 Salt Lake,+91 7417755131,cash,2026-04-28T08:46:25.912Z
SYN000114,3,3140.0,0.0,251.2,3391.2,delivered,Aarav Sharma,487 Brigade Road,+91 7789474576,cash,2026-08-10T08:46:25.912Z
SYN000115,3,1398.0,0.0,111.84,1509.84,delivered,Aarav Sharma,70 Laxmi Nagar,+91 9323131491,card,2025-11-13T08:46:25.912Z
SYN000116,3,1412.0,0.0,112.96,1524.96,delivered,Aarav Sharma,289 Banjara Hills,+91 9911693489,cash,2026-02-05T08:46:25.912Z
SYN000117,3,1688.0,0.0,135.04,1823.04,delivered,Aarav Sharma,365 Nehru Nagar,+91 7646319675,upi,2026-01-16T08:46:25.912Z
SYN000118,3,2582.0,0.0,206.56,2788.56,delivered,Aarav Sharma,402 Koramangala,+91 9497121172,card,2026-04-14T08:46:25.912Z
SYN000119,3,1538.0,0.0,123.04,1661.04,delivered,Aarav Sharma,111 Salt Lake,+91 7726759536,card,2025-12-08T08:46:25.912Z
SYN000120,3,1943.0,0.0,155.44,2098.44,delivered,Aarav Sharma,139 Park Street,+91 9999321568,card,2025-09-07T08:46:25.912Z
SYN000121,3,2345.0,0.0,187.6,2532.6,delivered,Aarav Sharma,417 Nehru Nagar,+91 7667396233,card,2026-03-05T08:46:25.912Z
SYN000122,3,2564.0,0.0,205.12,2769.12,delivered,Aarav Sharma,436 Banjara Hills,+91 7258367444,card,2025-10-06T08:46:25.912Z
SYN000123,4,1171.0,0.0,93.68,1264.68,delivered,Vivaan Iyer,119 Laxmi Nagar,+91 9196357135,cash,2025-12-11T08:46:25.912Z
SYN000124,4,1233.0,0.0,98.64,1331.64,delivered,Vivaan Iyer,438 Banjara Hills,+91 9352142946,card,2025-12-07T08:46:25.912Z
SYN000125,4,772.0,0.0,61.76,833.76,delivered,Vivaan Iyer,442 Salt Lake,+91 8018070732,card,2025-09-18T08:46:25.912Z
SYN000126,4,596.0,0.0,47.68,643.68,delivered,Vivaan Iyer,248 Banjara Hills,+91 7796541246,cash,2025-09-24T08:46:25.912Z
SYN000127,4,945.0,0.0,75.6,1020.6,delivered,Vivaan Iyer,138 Nehru Nagar,+91 9570387742,upi,2025-09-18T08:46:25.912Z
SYN000128,4,1330.0,0.0,106.4,1436.4,delivered,Vivaan Iyer,222 Andheri West,+91 9733257752,card,2026-05-16T08:46:25.912Z
SYN000129,4,1091.0,0.0,87.28,1178.28,delivered,Vivaan Iyer,332 Laxmi Nagar,+91 7369828746,upi,2026-01-03T08:46:25.912Z
SYN000130,4,1603.0,0.0,128.24,1731.24,delivered,Vivaan Iyer,467 Nehru Nagar,+91 8063334340,card,2025-10-21T08:46:25.912Z
SYN000131,4,3042.0,0.0,243.36,3285.36,delivered,Vivaan Iyer,333 Park Street,+91 8096746023,cash,2025-10-19T08:46:25.912Z
SYN000132,4,924.0,0.0,73.92,997.92,delivered,Vivaan Iyer,1 Park Street,+91 8428036783,card,2026-02-02T08:46:25.912Z
SYN000133,4,961.0,0.0,76.88,1037.88,delivered,Vivaan Iyer,467 Banjara Hills,+91 9645492776,upi,2025-10-13T08:46:25.912Z
SYN000134,4,1122.0,0.0,89.76,1211.76,delivered,Vivaan Iyer,175 Laxmi Nagar,+91 9981972105,upi,2026-07-01T08:46:25.912Z
SYN000135,4,1001.0,0.0,80.08,1081.08,delivered,Vivaan Iyer,383 Banjara Hills,+91 7450529959,cash,2025-10-26T08:46:25.912Z
SYN000136,4,1202.0,0.0,96.16,1298.16,delivered,Vivaan Iyer,317 Park Street,+91 9131152741,upi,2025-11-01T08:46:25.912Z
SYN000137,4,1101.0,0.0,88.08,1189.08,delivered,Vivaan Iyer,438 Brigade Road,+91 8309370238,cash,2026-06-17T08:46:25.912Z
SYN000138,4,872.0,0.0,69.76,941.76,delivered,Vivaan Iyer,134 Nehru Nagar,+91 9872787446,card,2025-10-20T08:46:25.912Z
SYN000139,4,1700.0,0.0,136.0,1836.0,delivered,Vivaan Iyer,89 Laxmi Nagar,+91 7214922980,upi,2026-02-13T08:46:25.912Z
SYN000140,4,1203.0,0.0,96.24,1299.24,delivered,Vivaan Iyer,211 MG Road,+91 8738437029,card,2026-07-10T08:46:25.912Z
SYN000141,4,1557.0,0.0,124.56,1681.56,delivered,Vivaan Iyer,238 Andheri West,+91 8570496734,cash,2026-07-05T08:46:25.912Z
SYN000142,4,834.0,0.0,66.72,900.72,delivered,Vivaan Iyer,431 Nehru Nagar,+91 9077869331,upi,2026-07-01T08:46:25.912Z
SYN000143,4,1329.0,0.0,106.32,1435.32,delivered,Vivaan Iyer,123 Koramangala,+91 7966158415,card,2025-12-02T08:46:25.912Z
SYN000144,4,2198.0,0.0,175.84,2373.84,delivered,Vivaan Iyer,42 Banjara Hills,+91 9788829156,card,2026-04-14T08:46:25.912Z
SYN000145,4,1447.0,0.0,115.76,1562.76,delivered,Vivaan Iyer,481 Laxmi Nagar,+91 9160713940,upi,2025-11-14T08:46:25.912Z
SYN000146,4,276.0,49.0,22.08,347.08,delivered,Vivaan Iyer,16 Brigade Road,+91 9667825218,cash,2026-05-31T08:46:25.912Z
SYN000147,4,831.0,0.0,66.48,897.48,delivered,Vivaan Iyer,403 Laxmi Nagar,+91 9294648124,card,2025-09-09T08:46:25.912Z
SYN000148,4,2800.0,0.0,224.0,3024.0,delivered,Vivaan Iyer,289 Salt Lake,+91 8474934427,upi,2026-01-18T08:46:25.912Z
SYN000149,4,1500.0,0.0,120.0,1620.0,delivered,Vivaan Iyer,41 Nehru Nagar,+91 8432348262,cash,2026-02-07T08:46:25.912Z
SYN000150,4,1012.0,0.0,80.96,1092.96,delivered,Vivaan Iyer,460 Andheri West,+91 7477399855,cash,2026-08-21T08:46:25.912Z
SYN000151,4,1344.0,0.0,107.52,1451.52,delivered,Vivaan Iyer,378 Banjara Hills,+91 8206769278,upi,2025-11-06T08:46:25.912Z
SYN000152,4,633.0,0.0,50.64,683.64,delivered,Vivaan Iyer,112 Koramangala,+91 8476248390,cash,2026-07-21T08:46:25.912Z
SYN000153,4,1832.0,0.0,146.56,1978.56,delivered,Vivaan Iyer,110 Laxmi Nagar,+91 7002733868,card,2026-04-09T08:46:25.912Z
SYN000154,4,1372.0,0.0,109.76,1481.76,delivered,Vivaan Iyer,45 MG Road,+91 7644217311,card,2026-07-20T08:46:25.912Z
SYN000155,4,1537.0,0.0,122.96,1659.96,delivered,Vivaan Iyer,310 Brigade Road,+91 9446323539,card,2025-11-15T08:46:25.912Z
SYN000156,4,1681.0,0.0,134.48,1815.48,delivered,Vivaan Iyer,20 MG Road,+91 8654082673,card,2026-08-18T08:46:25.912Z
SYN000157,4,1431.0,0.0,114.48,1545.48,delivered,Vivaan Iyer,337 Nehru Nagar,+91 9325578289,upi,2026-07-04T08:46:25.912Z
SYN000158,4,1509.0,0.0,120.72,1629.72,delivered,Vivaan Iyer,61 Koramangala,+91 7212029911,card,2026-06-15T08:46:25.912Z
SYN000159,4,552.0,0.0,44.16,596.16,delivered,Vivaan Iyer,6 Park Street,+91 9932527139,upi,2026-03-22T08:46:25.912Z
SYN000160,4,2324.0,0.0,185.92,2509.92,delivered,Vivaan Iyer,417 Laxmi Nagar,+91 9991288104,card,2026-04-18T08:46:25.912Z
SYN000161,4,1640.0,0.0,131.2,1771.2,delivered,Vivaan Iyer,310 Gandhi Path,+91 9177471434,card,2026-05-02T08:46:25.912Z
SYN000162,4,1045.0,0.0,83.6,1128.6,delivered,Vivaan Iyer,131 Banjara Hills,+91 8273217214,cash,2026-08-15T08:46:25.912Z
SYN000163,4,1880.0,0.0,150.4,2030.4,delivered,Vivaan Iyer,312 Park Street,+91 7937841371,card,2026-08-17T08:46:25.912Z
SYN000164,4,1470.0,0.0,117.6,1587.6,delivered,Vivaan Iyer,161 Salt Lake,+91 7558394381,upi,2026-07-24T08:46:25.912Z
SYN000165,4,1310.0,0.0,104.8,1414.8,delivered,Vivaan Iyer,277 Koramangala,+91 9624628777,card,2025-12-03T08:46:25.912Z
SYN000166,4,527.0,0.0,42.16,569.16,delivered,Vivaan Iyer,452 Park Street,+91 8704688713,cash,2026-08-15T08:46:25.912Z
SYN000167,4,892.0,0.0,71.36,963.36,delivered,Vivaan Iyer,318 Andheri West,+91 7780659646,cash,2026-07-27T08:46:25.912Z
SYN000168,4,974.0,0.0,77.92,1051.92,delivered,Vivaan Iyer,299 Gandhi Path,+91 7477278724,cash,2025-09-15T08:46:25.912Z
SYN000169,4,643.0,0.0,51.44,694.44,delivered,Vivaan Iyer,473 Banjara Hills,+91 7948451253,upi,2026-04-01T08:46:25.912Z
SYN000170,4,524.0,0.0,41.92,565.92,delivered,Vivaan Iyer,358 Salt Lake,+91 9228027530,upi,2026-01-19T08:46:25.912Z
SYN000171,4,1643.0,0.0,131.44,1774.44,delivered,Vivaan Iyer,387 Laxmi Nagar,+91 7879365181,upi,2025-09-08T08:46:25.912Z
SYN000172,4,965.0,0.0,77.2,1042.2,delivered,Vivaan Iyer,155 MG Road,+91 7744114580,cash,2025-08-27T08:46:25.912Z
SYN000173,4,1521.0,0.0,121.68,1642.68,delivered,Vivaan Iyer,279 Laxmi Nagar,+91 7341420672,cash,2026-05-17T08:46:25.912Z
SYN000174,4,565.0,0.0,45.2,610.2,delivered,Vivaan Iyer,317 Banjara Hills,+91 8629555904,card,2026-05-27T08:46:25.912Z
SYN000175,4,733.0,0.0,58.64,791.64,delivered,Vivaan Iyer,350 Brigade Road,+91 9181982438,card,2026-04-09T08:46:25.912Z
SYN000176,4,3647.0,0.0,291.76,3938.76,delivered,Vivaan Iyer,151 Nehru Nagar,+91 9148163365,card,2025-10-24T08:46:25.912Z
SYN000177,4,1710.0,0.0,136.8,1846.8,delivered,Vivaan Iyer,197 Park Street,+91 8077297235,upi,2026-03-30T08:46:25.912Z
SYN000178,4,714.0,0.0,57.12,771.12,delivered,Vivaan Iyer,477 Park Street,+91 7282459727,cash,2026-08-17T08:46:25.912Z
SYN000179,4,1658.0,0.0,132.64,1790.64,delivered,Vivaan Iyer,27 Banjara Hills,+91 9108142965,cash,2025-10-21T08:46:25.912Z
SYN000180,4,1710.0,0.0,136.8,1846.8,delivered,Vivaan Iyer,94 Banjara Hills,+91 8438492104,card,2025-10-29T08:46:25.912Z
SYN000181,4,2767.0,0.0,221.36,2988.36,delivered,Vivaan Iyer,457 Laxmi Nagar,+91 9614798003,cash,2026-02-14T08:46:25.912Z
SYN000182,4,2328.0,0.0,186.24,2514.24,delivered,Vivaan Iyer,282 MG Road,+91 7957954025,card,2025-12-27T08:46:25.912Z
SYN000183,4,2525.0,0.0,202.0,2727.0,delivered,Vivaan Iyer,193 Laxmi Nagar,+91 8209972074,cash,2026-05-14T08:46:25.912Z
